,eng,aii
,"And unto the sons of Kohath, which were left of the family of that tribe, were cities given out of the half tribe, namely, out of the half tribe of Manasseh, by lot, ten cities.",ܘܠܒܢܲܝ̈ ܩܵܗܵܬ ܫܲܪܟܵܐ ܦܝܼܫܵܐ ܡ̣ܢ ܛܘܼܗܡܵܐ ܕܫܲܒ݂ܛܵܐ ܡ̣ܢ ܦܲܠܓܵܐ ܕܫܲܒ݂ܛܵܐ ܦܲܠܓܵܐ ܕܡܢܲܫܸܐ ܒܦܸܣܵܐ ܥܣܲܪ ܡܕܝܼܢܵܬܹ̈ܐ.
,"And to the sons of Gershom throughout their families out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities.",ܘܠܒܢܲܝ̈ ܓܸܪܫܘܿܡ ܠܫܲܪ̈ܒ݂ܵܬܵܝ ܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܐܝܼܣܵܟ݂ܵܪ ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܐܵܫܹܝܪ ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܢܲܦ̮ܬܵܠܝܼ ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܡܢܲܫܹܐ ܓܵܘ ܒܲܝܫܵܢ ܬܸܠܬܲܥܣܲܪ ܡܕܝܼܢܵܬܹ̈ܐ.
,"Unto the sons of Merari were given by lot, throughout their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities.",ܠܒܢܲܝ̈ ܡܪܵܪܝܼ ܠܫܲܪ̈ܒ݂ܵܬܵܝ ܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܪܐܘܼܒܸܢ ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܓܵܕ ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܙܒ݂ܘܿܠܘܿܢ ܒܦܸܣܵܐ ܬܪܸܥܣܲܪ ܡܕܝܼܢܵܬܹ̈ܐ.
,And the children of Israel gave to the Levites these cities with their suburbs.,ܘܝܸܗ݇ܒ݂ܸܠܘܿܢ ܒܢܲܝ̈ ܝܑܼܣܪܵܐܹܝܠ ܠܠܹܘܵܝܹ̈ܐ ܡܕܝܼܢܵܬܹ̈ܐ ܘܡܲܪ̈ܥܝܵܝ.
,"And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities, which are called by their names.",ܘܝܸܗ݇ܒ݂ܸܠܘܿܢ ܒܦܸܣܵܐ ܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܒܢܲܝ̈ ܝܼܗܘܼܕܵܐ ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܒܢܲܝ̈ ܫܸܡܥܘܿܢ ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܒܢܲܝ̈ ܒܸܢܝܵܡܹܝܢ ܐܲܢܹܐ ܡܕܝܼܢܵܬܹ̈ܐ ܕܟܹܐ ܩܵܪܝܼ ܗ݇ܘܵܘ ܠܗ݇ܘܿܢ ܒܫܸܡܵܢܹ̈ܐ.
,And the residue of the families of the sons of Kohath had cities of their coasts out of the tribe of Ephraim.,ܘܡ̣ܢ ܫܲܒ݂̈ܛܹܐ ܕܒܢܲܝ̈ ܩܵܗ݇ܬ ܗܘܹܠܘܿܢ ܡܕܝܼܢܵܬܹ̈ܐ ܕܬܚ̈ܘܼܡܵܝ ܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܐܲܦܪܹܝܡ.
,"And they gave unto them, of the cities of refuge, Shechem in mount Ephraim with her suburbs; they gave also Gezer with her suburbs,",ܘܝܸܗ݇ܒ݂ܸܠܘܿܢ ܩܵܬܵܝ ܠܡܕܝܼܢܵܬܹ̈ܐ ܕܒܹܝܬ ܓܵܘܵܣܵܐ ܠܫܟܹܝܡ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܒܛܘܼܪܵܐ ܕܐܲܦܪܹܝܡ ܠܓܲܙܵܪ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And Jokmeam with her suburbs, and Bethhoron with her suburbs,",ܘܠܝܵܩܡܸܥܵܡ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܒܹܝܬ ܚܘܿܪܘܿܢ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And Aijalon with her suburbs, and Gathrimmon with her suburbs:",ܘܠܐܲܝܵܠܘܿܢ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܓܲܬ ܪܸܡܘܿܢ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And out of the half tribe of Manasseh; Aner with her suburbs, and Bileam with her suburbs, for the family of the remnant of the sons of Kohath.",ܘܡ̣ܢ ܦܲܠܓܘܼܬܵܐ ܕܫܲܒ݂ܛܵܐ ܕܡܢܲܫܹܐ ܠܥܵܢܝܼܪ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܒܸܠܥܵܡ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܩܵܐ ܫܲܒ݂ܛܵܐ ܕܒܢܲܝ̈ ܩܵܗܵܬ ܫܲܪܟܵܐ ܦܝܼܫܵܐ.
,"Unto the sons of Gershom were given out of the family of the half tribe of Manasseh, Golan in Bashan with her suburbs, and Ashtaroth with her suburbs:",ܩܵܐ ܒܢܲܝ̈ ܓܸܪܫܘܿܡ ܡ̣ܢ ܫܲܪܒܬܵܐ ܕܦܲܠܓܵܐ ܕܫܲܒ݂ܛܵܐ ܕܡܢܲܫܹܐ ܠܓܵܘܠܵܢ ܓܵܘ ܒܲܝܫܵܢ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܥܸܣܬܪܘܿܬ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And out of the tribe of Issachar; Kedesh with her suburbs, Daberath with her suburbs,",ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܐܝܼܣܵܟ݂ܵܪ ܠܩܕܸܫ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܠܕܸܒ݂ܪܵܬ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And Ramoth with her suburbs, and Anem with her suburbs:",ܘܠܪܵܡܘܿܬ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܥܵܢܝܼܡ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And out of the tribe of Asher; Mashal with her suburbs, and Abdon with her suburbs,",ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܐܵܫܹܝܪ ܠܡܵܫܵܠ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܥܲܒ݂ܕܘܿܢ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And Hukok with her suburbs, and Rehob with her suburbs:",ܠܚܘܼܩܵܩ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܪ݇ܚܘܿܒ݂ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And out of the tribe of Naphtali; Kedesh in Galilee with her suburbs, and Hammon with her suburbs, and Kirjathaim with her suburbs.",ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܢܲܦ̮ܬܵܠܝܼ ܠܩܕܸܫ ܒܓܠܝܼܠܵܐ ܘܠܡܲܪ̈ܥܵܝܘܿܗ̇ ܘܠܚܲܡܘܿܢ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܩܘܼܪܝܲܬܝܼܡ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"Unto the rest of the children of Merari were given out of the tribe of Zebulun, Rimmon with her suburbs, Tabor with her suburbs:",ܩܵܐ ܒܢܲܝ̈ ܡܪܵܪܝܼ ܫܲܪܟܵܐ ܦܝܼܫܵܐ ܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܙܒ݂ܘܿܠܘܿܢ ܠܪܹܡܘܼܢܘܼ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܠܬܵܒ݂ܘܿܪ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And on the other side Jordan by Jericho, on the east side of Jordan, were given them out of the tribe of Reuben, Bezer in the wilderness with her suburbs, and Jahzah with her suburbs,",ܘܒܓܹܒܵܐ ܐ݇ܚܹܪ݇ܢܵܐ ܠܝܘܿܪܕܢܵܢ ܕܐܝܼܪܝܼܚܘܿ ܠܡܲܕܢܚܵܐ ܕܝܘܿܪܕܢܵܢ ܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܪܐܘܼܒܸܢ ܠܒܘܼܨܵܪ ܓܵܘ ܒܲܪܝܼܵܐ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܝܲܗܨܵܐ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"Kedemoth also with her suburbs, and Mephaath with her suburbs:",ܘܠܩܲܕܡܘܿܬ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܡܝܼܦܥܲܬ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And out of the tribe of Gad; Ramoth in Gilead with her suburbs, and Mahanaim with her suburbs,",ܘܡ̣ܢ ܫܲܒ݂ܛܵܐ ܕܓܵܕ ܠܪܵܡܘܿܬ ܓܵܘ ܓܸܠܥܵܕ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܡܲܚܢܲܝܡ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"And Heshbon with her suburbs, and Jazer with her suburbs.",ܘܠܚܸܫܒܘܿܢ ܘܠܡܲܪ̈ܥܝܘܿܗ̇ ܘܠܝܲܥܙܝܼܪ ܘܠܡܲܪ̈ܥܝܘܿܗ̇.
,"Now the sons of Issachar were, Tola, and Puah, Jashub, and Shimrom, four.",ܘܒܢܘܿܢܹ̈ܐ ܕܐܝܼܣܵܟ݂ܵܪ ܃ ܬܘܿܠܲܥ ܘܦܘܿܐܵܐ ܝܵܫܘܿܒ݂ ܘܫܸܡܪܘܿܢ ܃ ܐܲܪܒܥܵܐ.
,"And the sons of Tola; Uzzi, and Rephaiah, and Jeriel, and Jahmai, and Jibsam, and Shemuel, heads of their father's house, to wit, of Tola: they were valiant men of might in their generations; whose number was in the days of David two and twenty thousand and six hundred.",ܘܒܢܘܿܢܹ̈ܐ ܕܬܘܿܠܲܥ ܃ ܥܘܼܙܝܼ ܘܪܦܵܝܵܐ ܘܝܘܼܪܝܼܐܹܝܠ ܘܚܲܝܡܲܝ ܘܝܲܒ݂ܣܵܡ ܘܫܡܘܼܐܹܝܠ ܃ ܪܹ̈ܫܵܢܹܐ ܕܒܲܝܬܵܐ ܕܒܵܒܵܘܵܬܵܝ̈ ܕܬܘܿܠܲܥ ܓܲܢ݇ܒܵܪ̈ܲܝ ܚܲܝܠܵܐ ܠܬܵܘ̈ܠܕܵܬܵܝ ܡܸܢܝܵܢܵܝ ܒܝܵܘܡܵܢܹ̈ܐ ܕܕܵܘܝܼܕ ܥܸܣܪܝܼܢ ܘܬܪܹܝܢ ܐܲܠܦܹ̈ܐ ܘܐܸܫܬܲܡܵܐܐ.
,"And the sons of Uzzi; Izrahiah: and the sons of Izrahiah; Michael, and Obadiah, and Joel, Ishiah, five: all of them chief men.",ܘܒܢܘܿܢܹ̈ܐ ܕܥܘܼܙܝܼ ܐܸܙܪܲܚܝܵܐ ܃ ܘܒܢܘܿܢܹ̈ܐ ܕܐܸܙܪܲܚܝܵܐ ܃ ܡܝܼܟ݂ܵܐܹܝܠ ܘܥܘܿܒܲܕܝܵܐ ܘܝܘܿܐܹܝܠ ܝܼܫܝܼܵܐ ܃ ܚܲܡܫܵܐ ܪܹ̈ܫܵܢܹܐ ܟܠܵܝ
,"And with them, by their generations, after the house of their fathers, were bands of soldiers for war, six and thirty thousand men: for they had many wives and sons.",ܘܥܲܠܵܝ ܠܬܵܘ̈ܠܕܵܬܵܝ ܠܒܲܝܬܵܐ ܕܒܵܒܵܘܵܬܵܝ̈ ܓܲܝܵܣܹ̈ܐ ܕܚܲܝܠܵܐ ܕܦܠܵܫܵܐ ܬܠܵܬܝܼܢ ܘܐܸܫܬܵܐ ܐܲܠܦܹ̈ܐ ܒܗ̇ܝ ܕܗܘܹܠܵܗ̇ ܠܗ݇ܘܿܢ ܪܵܒܵܐ ܒܲܟ݂ܬܵܬܹ̈ܐ ܘܒܢܘܿܢܹ̈ܐ.
,"And their brethren among all the families of Issachar were valiant men of might, reckoned in all by their genealogies fourscore and seven thousand.",ܘܐܲܚܘܿܢܘܵܬܵܝ̈ ܠܟܠܵܝ ܫܲܒ݂̈ܛܹܐ ܕܐܝܼܣܵܟ݂ܵܪ ܓܲܢ̈ܒ݂ܕܲܝ ܚܲܝܠܵܐ ܬܡܵܢܝܼܢ ܘܫܲܒ݂ܥܵܐ ܐܲܠܦܹ̈ܐ ܒܚܲܫܒܲܢܬܵܐ ܕܫܲܒ݂ܛܵܐ ܠܥܵܠܵܝ.
,"The sons of Benjamin; Bela, and Becher, and Jediael, three.",ܒܢܘܿܢܹ̈ܐ ܕܒܸܢܝܵܡܹܝܢ ܃ ܒܵܠܵܥ ܘܒܵܟ݂ܵܪ ܘܝܼܕܝܼܥܹܝܠ ܃ ܬܠܵܬܵܐ.
,"And the sons of Bela; Ezbon, and Uzzi, and Uzziel, and Jerimoth, and Iri, five; heads of the house of their fathers, mighty men of valour; and were reckoned by their genealogies twenty and two thousand and thirty and four.",ܘܒܢܘܿܢܹ̈ܐ ܕܒܵܠܵܥ ܃ ܐܲܨܸܒܘܿܢ ܘܥܘܼܙܝܼ ܘܥܘܼܙܝܼܐܹܝܠ ܘܝܵܪܝܼܡܘܿܬ ܘܥܝܼܪܝܼ ܃ ܚܲܡܫܵܐ ܪܹ̈ܫܵܢܹܐ ܕܒܲܝܬܵܐ ܕܒܵܒܵܘܵܬܵܝ̈ ܓܲܢ݇ܒܵܪ̈ܲܝ ܚܲܝܠܵܐ ܘܚܲܫܒܲܢܬܵܝ ܕܫܲܒ݂ܛܵܐ ܥܸܣܪܝܼܢ ܘܬܪܹܝܢ ܐܲܠܦܹ̈ܐ ܘܬܠܵܬܝܼܢ ܘܐܲܪܒܥܵܐ ܝܗ݇ܘܵܘ.
,"And the sons of Becher; Zemira, and Joash, and Eliezer, and Elioenai, and Omri, and Jerimoth, and Abiah, and Anathoth, and Alameth. All these are the sons of Becher.",ܘܒܢܘܿܢܹ̈ܐ ܕܒܵܟ݂ܵܪ ܃ ܙܡܝܼܪܹܐ ܘܝܘܼܥܵܫ ܘܐܹܠܝܼܥܵܙܲܪ ܘܐܸܠܝܘܿܥܝܼܢܲܝ ܘܥܲܡܪܝܼ ܘܝܵܪܝܼܡܘܿܬ ܘܐܲܒ݂ܝܼܵܐ ܘܥܢܵܬܘܿܬ ܘܥܲܠܵܡܸܬ ܃ ܟܠܵܝ ܐܲܢܹܐ ܒܢܘܿܢܹ̈ܐ ܕܒܵܟ݂ܵܪ.
,"And the number of them, after their genealogy by their generations, heads of the house of their fathers, mighty men of valour, was twenty thousand and two hundred.",ܘܚܲܫܒܲܢܬܵܝ ܕܫܲܒ݂ܛܵܐ ܠܬܵܘ̈ܠܕܵܬܵܝ ܪܹ̈ܫܵܢܹܐ ܕܒܲܝܬܵܐ ܕܒܵܒܵܘܵܬܵܝ̈ ܓܲܢ݇ܒܵܪ̈ܲܝ ܚܲܝܠܵܐ ܥܸܣܪܝܼܢ ܐܲܠܦܹ̈ܐ ܘܬܪܹܝܡܵܐܐ.
,"The sons also of Jediael; Bilhan: and the sons of Bilhan; Jeush, and Benjamin, and Ehud, and Chenaanah, and Zethan, and Tharshish, and Ahishahar.",ܘܒܢܘܿܢܹ̈ܐ ܕܝܼܕܝܼܐܹܝܠ ܒܸܠܵܗܲܢ ܃ ܘܒܢܘܿܢܹ̈ܐ ܕܒܸܠܵܗܵܢ ܃ ܝܲܥܘܼܫ ܘܒܸܢܝܵܡܹܝܢ ܘܐܵܗܘܿܕ ܘܟܢܲܥܝܵܐ ܘܝܼܬܵܢ ܘܬܲܪܫܸܫ ܘܐܲܚܝܼܫܵܚܲܪ.
,"All these the sons of Jediael, by the heads of their fathers, mighty men of valour, were seventeen thousand and two hundred soldiers, fit to go out for war and battle.",ܟܠܵܝ ܐܲܢܹܐ ܒܢܘܿܢ̈ܐ ܕܝܼܕܝܼܐܹܝܠ ܠܪܹ̈ܫܵܢܹܐ ܕܐܲܒ݂ܵܗܵܬܹ̈ܐ ܓܲܢ݇ܒܵܪ̈ܲܝ ܚܲܝܠܵܐ ܫܒܲܥܣܲܪ ܐܲܠܦܹ̈ܐ ܘܬܪܹܝܡܵܐܐ ܦܵܠܛܵܢܹ̈ܐ ܒܚܲܝܠܵܐ ܠܦܠܵܫܵܐ.
,"Shuppim also, and Huppim, the children of Ir, and Hushim, the sons of Aher.",ܘܫܘܼܦܝܼܡ ܘܚܘܼܦܝܼܡ ܃ ܒܢܘܿܢܹ̈ܐ ܕܥܝܼܪ ܃ ܚܘܼܫܸܡ ܒܢܘܿܢܹ̈ܐ ܕܐܲܚܝܼܪ. ܒܢܘܿܢܹ̈ܐ ܕܢܲܦ̮ܬܵܠܝܼ ܃ ܘܕܡܢܲܫܹܐ ܃ ܘܕܐܲܦܪܹܝܡ ܃ ܘܕܐܵܫܹܝܪ
,"The sons of Naphtali; Jahziel, and Guni, and Jezer, and Shallum, the sons of Bilhah.",ܒܢܘܿܢܹ̈ܐ ܕܢܲܦ̮ܬܵܠܝܼ ܃ ܝܲܚܨܝܼܐܹܝܠ ܘܓܘܼܢܝܼ ܘܝܵܨܵܪ ܘܫܵܠܘܼܡ ܃ ܒܢܘܿܢܹ̈ܐ ܕܒܲܠܵܗܵܐ.
,"The sons of Manasseh; Ashriel, whom she bare: (but his concubine the Aramitess bare Machir the father of Gilead:",ܒܢܘܿܢܹ̈ܐ ܕܡܢܲܫܹܐ ܃ ܐܲܣܪܝܼܐܹܝܠ ܕܝܠܸܕܠܵܗ̇ ܐܲܡܬܹܗ ܐ݇ܪܵܡܵܝܬܵܐ ܃ ܝܠܸܕܠܵܗ̇ ܠܡܵܟ݂ܝܼܪ ܃ ܒܵܒܵܐ ܕܓܸܠܥܵܕ.
,"And Machir took to wife the sister of Huppim and Shuppim, whose sister's name was Maachah;) and the name of the second was Zelophehad: and Zelophehad had daughters.",ܘܡܵܟ݂ܝܼܪ ܫܩܸܠܹܗ ܒܲܟ݂ܬܵܐ ܠܚܘܼܦܝܼܡ ܘܠܫܘܼܦܝܼܡ ܃ ܘܫܸܡܵܐ ܕܚܵܬܘܼܗܝ ܡܲܥܟܵܐ ܝܗ݇ܘܵܐ ܘܫܸܡܵܐ ܕܗ̇ܘ ܕܬܪܹܝܢ ܨܠܸܦܚܲܕ ܃ ܘܗܘܹܠܘܿܢ ܠܨܠܸܦܚܲܕ ܒܢܵܬܹ̈ܐ.
,"And Maachah the wife of Machir bare a son, and she called his name Peresh; and the name of his brother was Sheresh; and his sons were Ulam and Rakem.",ܘܝܠܸܕܠܵܗ̇ ܡܲܥܟܵܐ ܒܲܟ݂ܬܵܐ ܕܡܵܟ݂ܝܼܪ ܒܪܘܿܢܵܐ ܘܩܪܹܠܵܗ̇ ܫܸܡܹܗ ܦܪܹܫ ܃ ܘܫܸܡܹܗ ܕܐܲܚܘܿܢܘܼܗܝ ܫܪܹܫ ܃ ܘܒܢܘܿܢܘܼܗ̈ܝ ܃ ܐܘܼܠܵܡ ܘܪܵܩܸܡ.
,"And the sons of Ulam; Bedan. These were the sons of Gilead, the son of Machir, the son of Manasseh.",ܘܒܪܘܿܢܵܐ ܕܐܘܼܠܵܡ ܃ ܒܕܵܢ ܃ ܐܲܢܹܐ ܝܢܵܐ ܒܢܘܿܢܹ̈ܐ ܕܓܸܠܥܵܕ ܃ ܒܪܘܿܢܵܐ ܕܡܵܟ݂ܝܼܪ ܃ ܒܪܘܿܢܵܐ ܕܡܢܲܫܹܐ.
,"And his sister Hammoleketh bare Ishod, and Abiezer, and Mahalah.",ܘܚܵܬܘܼܗܝ ܗܵܡܘܼܠܟܸܬ ܝܠܸܕܠܵܗ̇ ܠܐܝܼܫܗܘܿܕ ܘܠܐܲܒ݂ܝܼܥܵܙܲܪ ܘܠܡܲܚܠܵܐ.
,"And the sons of Shemidah were, Ahian, and Shechem, and Likhi, and Aniam.",ܘܗܘܹܠܘܿܢ ܒܢܘܿܢܹ̈ܐ ܕܫܡܝܼܕܲܥ ܃ ܐܲܚܝܵܢ ܘܫܟܹܝܡ ܘܠܸܩܚܝܼ ܘܐܵܢܝܼܥܵܡ.
,"And the sons of Ephraim; Shuthelah, and Bered his son, and Tahath his son, and Eladah his son, and Tahath his son,",ܘܒܢܘܿܢܹ̈ܐ ܕܐܲܦܪܹܝܡ ܃ ܫܘܼܬܵܠܲܚ ܘܒܵܪܵܕ ܒܪܘܿܢܹܗ: ܘܬܵܚܵܬ ܒܪܘܿܢܹܗ ܃ ܘܐܸܠܥܵܕܵܐ ܒܪܘܿܢܹܗ ܃ ܘܬܵܚܵܬ ܒܪܘܿܢܹܗ.
,"And Zabad his son, and Shuthelah his son, and Ezer, and Elead, whom the men of Gath that were born in that land slew, because they came down to take away their cattle.",ܘܙܵܒ݂ܵܕ ܒܪܘܿܢܹܗ: ܘܫܘܼܬܵܠܲܚ ܒܪܘܿܢܹܗ ܃ ܘܥܵܙܵܪ ܘܐܸܠܥܵܕ ܃ ܘܩܛܝܼܠܵܝܠܘܿܢ ܐ݇ܢܵܫܹ̈ܐ ܕܓܵܬ ܕܦܸܫܠܘܿܢ ܝ݇ܠܝܼܕܹ̈ܐ ܒܐܲܪܥܵܐ ܒܗ̇ܝ ܕܢܚܸܬܠܘܿܢ ܠܸܫܩܵܠܵܐ ܩܸܢܝܵܢܵܝ̈.
,"And Ephraim their father mourned many days, and his brethren came to comfort him.",ܘܥܒ݂ܸܕܠܹܗ ܐܸܒ݂ܠܵܐ ܐܲܦܪܹܝܡ ܒܵܒܵܝ ܝܵܘܡܵܢܹ̈ܐ ܪܵܒܵܐ ܘܐ݇ܬܹܠܘܿܢ ܐܲܚܘܿܢܘܵܬܘܼܗ̈ܝ ܠܝܼܵܗ݇ܒ݂ܘܼܗܝ ܠܸܒܵܐ.
,"And when he went in to his wife, she conceived, and bare a son, and he called his name Beriah, because it went evil with his house.",ܘܥܒ݂ܸܪܹܗ ܠܓܹܒ ܒܲܟ݂ܬܹܗ ܘܒܛܸܢܵܗ̇ ܘܝܠܸܕܠܵܗ̇ ܒܪܘܿܢܵܐ ܘܩܪܹܠܹܗ ܫܸܡܹܗ ܒܪܝܼܥܵܐ ܒܗ̇ܝ ܕܒܝܼܫܬܵܐ ܗܘܹܠܵܗ̇ ܒܒܲܝܬܘܼܗܝ.
,"(And his daughter was Sherah, who built Bethhoron the nether, and the upper, and Uzzensherah.)",ܘܒܪܵܬܹܗ ܫܹܐܪܵܐ ܝܗ݇ܘܵܐ ܘܒܢܹܠܵܗ̇ ܠܒܹܝܬ ܚܘܿܪܘܿܢ ܬܲܚܬܵܝܬܵܐ ܘܠܥܸܠܵܝܬܵܐ ܘܠܐܘܿܙܸܢ ܫܹܐܪܵܐ.
,"And Rephah was his son, also Resheph, and Telah his son, and Tahan his son.",ܘܪܵܦܵܚ ܒܪܘܿܢܹܗ ܃ ܘܪܵܫܵܦ ܘܬܵܠܵܚ ܒܪܘܿܢܹܗ ܃ ܘܬܲܚܲܢ ܒܪܘܿܢܹܗ.
,"Laadan his son, Ammihud his son, Elishama his son.",ܠܲܥܕܵܢ ܒܪܘܿܢܹܗ ܃ ܥܲܡܝܼܗܘܼܕ ܒܪܘܿܢܹܗ ܃ ܐܸܠܝܼܫܵܡܲܥ ܒܪܘܿܢܹܗ.
,"Non his son, Jehoshuah his son.",ܢܘܿܢ ܒܪܘܿܢܹܗ ܃ ܝܑܼܫܘܿܥ ܒܪܘܿܢܹܗ.
,"And their possessions and habitations were, Bethel and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Gaza and the towns thereof:",ܘܩܸܢܝܵܢܵܝ ܘܡܲܫܟܵܢܵܝ ܒܹܝܬ ܐܹܝܠ ܘܡܵܬܘܵܬܘܿܗ̈ ܘܠܡܲܕܢܚܵܐ ܢܲܥܪܵܢ ܘܠܡܲܥܪܒ݂ܵܐ ܓܵܙܵܪ ܘܡܵܬܘܵܬܘܿܗ̈ ܘܫܟܹܝܡ ܘܡܵܬܘܵܬܘܿܗ̈ ܗܲܠ ܥܵܙܵܐ ܘܡܵܬܘܵܬܘܿܗ̈.
,"And by the borders of the children of Manasseh, Bethshean and her towns, Taanach and her towns, Megiddo and her towns, Dor and her towns. In these dwelt the children of Joseph the son of Israel.",ܘܥܲܠ ܓܹܒܵܢܹ̈ܐ ܕܒܢܲܝ̈ ܡܢܲܫܹܐ ܃ ܒܹܝܬ ܫܹܐܢ ܘܡܵܬܘܵܬܘܿܗ̇ ܃ ܬܲܥܢܲܚ ܘܡܵܬܘܵܬܘܿܗ̈ ܃ ܡܲܓ݂ܕܘܿ ܘܡܵܬܘܵܬܘܿܗ̈ ܃ ܕܘܼܪ ܘܡܵܬܘܵܬܘܿܗ̇ ܃ ܒܐܲܢܹܐ ܝ݇ܬܸܒ݂ܠܘܿܢ ܒܢܲܝ̈ ܝܵܘܣܸܦ ܃ ܒܪܘܿܢܵܐ ܕܝܑܼܣܪܵܐܹܝܠ.
,"The sons of Asher; Imnah, and Isuah, and Ishuai, and Beriah, and Serah their sister.",ܒܢܘܿܢܹ̈ܐ ܕܐܵܫܹܝܪ ܃ ܝܲܡܢܵܐ ܘܝܑܼܫܘܵܐ ܘܝܲܫܘܝܼ ܘܒܪܝܼܥܵܐ ܘܣܵܪܵܚ ܚܵܬܵܝ.
,"And the sons of Beriah; Heber, and Malchiel, who is the father of Birzavith.",ܘܒܢܘܿܢܹ̈ܐ ܕܒܪܝܼܥܵܐ ܃ ܚܵܒ݂ܵܪ ܘܡܲܠܟܝܼܐܹܝܠ ܃ ܕܝܼܠܹܗ ܒܵܒܵܐ ܕܒܲܪܙܹܝܬ.
,"And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister.",ܘܚܵܒ݂ܵܪ ܡܵܘܠܸܕܠܹܗ ܠܝܲܦܠܲܛ ܘܠܫܘܿܡܹܪ ܘܠܚܘܼܬܵܡ ܘܠܫܘܼܥܵܐ ܚܵܬܵܝ.
,"And the sons of Japhlet; Pasach, and Bimhal, and Ashvath. These are the children of Japhlet.",ܘܒܢܘܿܢܹ̈ܐ ܕܝܲܦܠܲܛ ܃ ܦܵܣܲܚ ܘܒܸܡܗܵܠ ܘܥܲܫܘܿܬ ܃ ܐܲܢܹܐ ܝܢܵܐ ܒܢܘܿܢܹ̈ܐ ܕܝܲܦܠܲܛ.
,"And the sons of Shamer; Ahi, and Rohgah, Jehubbah, and Aram.",ܘܒܢܘܿܢܹ̈ܐ ܕܫܵܡܹܝܪ ܃ ܐ݇ܚܝܼ ܘܪܘܿܗܓܵܐ ܘܝܲܚܘܼܒܵܐ ܘܐܵܪܵܡ.
,"And the sons of his brother Helem; Zophah, and Imna, and Shelesh, and Amal.",ܘܒܪܘܿܢܹܗ ܕܗܸܠܵܡ ܐܲܚܘܿܢܘܼܗܝ ܃ ܨܘܼܦܲܚ ܘܝܲܡܢܲܥ ܘܫܸܠܸܫ ܘܥܵܡܵܠ.
